filename	umap_x	umap_y	tsne_x	tsne_y	x	y	mask_grid_x	mask_grid_y
34. 29873261350_dcd1a5491e_b.jpg	41.15008	42.900196	27.917816	-0.5499325	41.15008	42.900196	12.255319148936172	24.421052631578945
34. 20150416_114120-brown-tree-frog-zoom.jpg	40.395477	42.995068	29.967224	5.8715105	40.395477	42.995068	6.127659574468086	16.280701754385966
1. 1f4e3585420e3b25bbb11880f4405a7e.jpg	43.039875	41.440758	16.022945	-11.149841	43.039875	41.440758	28.595744680851062	13.228070175438598
78. chris-harris-black-frog-brewing-2.jpg	47.1031	44.821163	-44.792023	7.45866	47.1031	44.821163	36.765957446808514	29.508771929824558
55. mg_8586.jpg	42.608295	45.08268	-3.6365302	20.330303	42.608295	45.08268	16.340425531914896	37.64912280701754
24. 12326-close-up-of-a-yellow-frog-pv.jpg	42.61577	42.315304	9.426814	-2.855006	42.61577	42.315304	17.361702127659576	24.421052631578945
2. 1200px-northern_green_frog_-_tewksbury%2c_nj.jpg	39.840187	44.676403	37.749577	9.864526	39.840187	44.676403	6.127659574468086	48.84210526315789
32. cape-rain-frog.jpg	46.551033	45.28362	-35.66186	2.9404175	46.551033	45.28362	34.72340425531915	34.59649122807017
96. frog-48-16-pink-p30572-17286_zoom.jpg	45.036465	42.42693	-11.685186	-15.758402	45.036465	42.42693	30.638297872340427	22.385964912280702
47. tiny-purple-frog--29798.jpg	41.78281	44.246666	15.055084	10.896518	41.78281	44.246666	16.340425531914896	33.57894736842105
91. s-l1000.jpg	43.30179	41.658394	14.127936	-11.59851	43.30179	41.658394	28.595744680851062	17.298245614035086
73. australia-common-green-tree-frog-litoria-10848492.jpg	42.79006	40.855858	22.572515	-12.757196	42.79006	40.855858	46.97872340425532	38.666666666666664
27. 9ffd15_52c89a7aed3941adae3d3696bbe88425.jpg	45.814953	42.685123	-20.16476	-7.5340858	45.814953	42.685123	34.72340425531915	24.421052631578945
5. co07-0557a.jpg	40.792152	43.073296	28.789251	2.986126	40.792152	43.073296	12.255319148936172	25.438596491228065
30. milk_jelly_red_frogs_600x.jpg	45.343067	41.97537	-15.19311	-28.365437	45.343067	41.97537	32.68085106382979	21.36842105263158
93. allens-red-frogs_15.png	44.849377	41.75462	-10.950206	-33.873756	44.849377	41.75462	30.638297872340427	18.31578947368421
79. africanclawedfrog-001.jpg	45.42281	44.837986	-10.502373	-6.4895434	45.42281	44.837986	30.638297872340427	32.56140350877193
30. 110884-left-1?$productdetail-large$.jpg	43.216705	41.591694	17.455856	-8.577708	43.216705	41.591694	28.595744680851062	15.26315789473684
49. 580b57fbd9996e24bc43bc03.png	40.14462	44.03572	26.890013	11.711377	40.14462	44.03572	12.255319148936172	33.57894736842105
36. bawbaw-frog-2-threatened-species-web620.jpg	40.657753	43.88648	23.386475	10.879439	40.657753	43.88648	14.297872340425531	31.54385964912281
30. 77753959-common-brown-frog-rana-temporaria-looking-up-at-camera-on-white-background-with-clipping-path.jpg	40.578583	43.75932	22.972073	8.125701	40.578583	43.75932	13.276595744680854	30.52631578947368
60. foxsta_samsung_galaxy_s5_mini.jpg	43.345005	43.284836	-1.6852363	-1.478743	43.345005	43.284836	23.48936170212766	28.49122807017544
71. il_570xn.1176572879_6650.jpg	46.209496	42.894188	-22.537941	-4.6481276	46.209496	42.894188	37.787234042553195	25.438596491228065
88. soporte-para-casco-oldblack-frog.jpg	45.796246	43.32505	-26.743998	-6.0413074	45.796246	43.32505	34.72340425531915	27.473684210526315
13. 146371-120-30ca6cb7.jpg	42.320076	42.809433	10.008701	4.4549537	42.320076	42.809433	16.340425531914896	27.473684210526315
100. ssa01-speedshapeblackfrog-600x600.jpg	45.579304	42.91355	-14.147044	-7.9064136	45.579304	42.91355	32.68085106382979	25.438596491228065
92. dd7_031___green_tree_frog_1200x1200__1542868500_18.jpg	43.41036	42.758965	4.5527782	-15.349277	43.41036	42.758965	24.510638297872344	26.456140350877195
71. officiallogo-1.png	45.252426	41.287254	-19.552645	3.4687202	45.252426	41.287254	31.65957446808511	9.157894736842104
25. black-toad-frog-amphibia.jpg	40.613976	44.245125	22.026196	12.087404	40.613976	44.245125	13.276595744680854	33.57894736842105
46. browser.png	45.58381	41.16601	-5.2848444	-26.297844	45.58381	41.16601	34.72340425531915	7.12280701754386
36. ls.jpg	44.361	42.99853	0.7574289	-11.206688	44.361	42.99853	28.595744680851062	26.456140350877195
46. 7482438-3x2-700x467.jpg	44.193523	42.490093	2.7426662	-9.722485	44.193523	42.490093	28.595744680851062	24.421052631578945
33. latest?cb=20111114224036.jpg	43.429512	46.353706	5.023801	12.26269	43.429512	46.353706	10.212765957446809	54.94736842105263
96. drake_bay_ebraccata1.jpg	42.572174	41.955826	13.99308	-13.232511	42.572174	41.955826	16.340425531914896	22.385964912280702
3. 2885453479_960ab30328_b.jpg	42.390514	44.69679	-7.0164695	16.259054	42.390514	44.69679	16.340425531914896	35.6140350877193
73. foxsta_samsung_galaxy_grand_prime.jpg	43.730305	43.30841	-1.9829988	-2.1552465	43.730305	43.30841	24.510638297872344	28.49122807017544
29. white-tree-frog.jpg	42.689934	43.196495	12.565542	3.531903	42.689934	43.196495	18.382978723404257	29.508771929824558
79. frog_03.jpg	42.953213	42.739204	9.022851	-20.089733	42.953213	42.739204	20.425531914893618	27.473684210526315
73. pobblebonk_website.jpg	41.04725	44.474678	19.60341	18.213602	41.04725	44.474678	14.297872340425531	35.6140350877193
23. s-l300.jpg	46.84232	41.76459	-21.550308	-21.264994	46.84232	41.76459	39.829787234042556	20.350877192982455
79. blue-and-yellow-poison-dart-frog-couple-these-amphibians-are-known-as-dart-frogs-because-indigenous-people-use-the-frogs-poison-for-blow-darts-and-arrow-poison-all-wild-dart-frogs-secrete-toxins-through-their-skin_r4ta21-nx_thumbnail-full12.png	43.941162	46.381115	-0.565009	8.093765	43.941162	46.381115	17.361702127659576	46.807017543859644
6. 220px-brown-tree-frog-ensay.jpg	40.199825	43.032013	30.652542	7.37471	40.199825	43.032013	6.127659574468086	17.298245614035086
85. yellow-banded.poison.dart.frog.arp.jpg	44.08403	46.71861	-0.49383944	13.482306	44.08403	46.71861	18.382978723404257	47.824561403508774
58. the+art+of+mulga+-+stripey+green+and+pink+frog.jpg	44.91097	42.968903	-8.861724	-9.744111	44.91097	42.968903	29.617021276595743	25.438596491228065
49. green-and-pink-frog-nick-gustafson.jpg	45.700428	43.153732	-17.84922	-2.286682	45.700428	43.153732	33.70212765957447	26.456140350877195
60. pink-frog-catherine-g-mcelroy.jpg	43.326313	44.41505	-10.618923	23.007036	43.326313	44.41505	21.4468085106383	32.56140350877193
35. thousand+lakes+lodge+-+frogs.jpg	39.956898	43.570713	29.89483	12.659949	39.956898	43.570713	8.170212765957448	24.421052631578945
10. 01monsterfrog.ngsversion.1461867994933.adapt.1900.1.jpg	42.384422	40.951134	20.280592	-17.020323	42.384422	40.951134	46.97872340425532	38.666666666666664
88. 1-red-blue-poison-dart-frog-dirk-ercken.jpg	44.056194	45.320534	-10.166059	10.615386	44.056194	45.320534	24.510638297872344	35.6140350877193
24. lewingii5.jpg	40.65075	43.256	26.477322	5.5768213	40.65075	43.256	11.23404255319149	26.456140350877195
48. spiked-frog-gracixalus-lumarius-01.jpg	41.68388	42.94971	23.865107	0.40309966	41.68388	42.94971	14.297872340425531	26.456140350877195
18. 181116_dartfrogvenom_2.jpg	42.999237	43.90136	6.536193	6.68711	42.999237	43.90136	19.404255319148938	31.54385964912281
49. red-frog-black-eyes.jpg	43.135845	43.924614	3.3463984	-0.21514319	43.135845	43.924614	21.4468085106383	31.54385964912281
13. eight_col_brown_tree_frog_1610.jpg	40.832397	43.253765	26.073446	6.8422556	40.832397	43.253765	13.276595744680854	26.456140350877195
79. purplefrog.jpg	47.46629	45.432766	-45.251804	-5.598928	47.46629	45.432766	45.95744680851064	41.719298245614034
76. blue-poison-dart-frog-dendrobates-tinctorius-azureus-picture-id155773482?s=612x612.jpg	42.060783	45.703297	7.0111637	20.57675	42.060783	45.703297	8.170212765957448	52.91228070175439
46. frog-55-pinkweb2.jpg	45.010612	42.52529	-11.246241	-15.683737	45.010612	42.52529	29.617021276595743	23.403508771929822
53. ranyav-05k.jpg	39.507504	43.754677	34.631237	13.457976	39.507504	43.754677	7.148936170212766	27.473684210526315
71. 44wp4ueg4diz.jpg	47.531075	45.206787	-46.343094	-3.8641465	47.531075	45.206787	43.91489361702128	38.666666666666664
99. figure-7.jpg	45.11674	43.526615	-34.774567	-10.557967	45.11674	43.526615	31.65957446808511	28.49122807017544
83. wildlife-pink-frogs-amphibian-wood-frog-2341530.jpg	40.228718	44.219967	26.12611	10.689276	40.228718	44.219967	8.170212765957448	43.754385964912274
84. 152515050.jpg	42.932697	44.768887	-6.6511602	21.220833	42.932697	44.768887	18.382978723404257	34.59649122807017
45. 220px-2009-03-29dendrobates_tinctorius_azureus106.jpg	42.27147	45.39543	3.8445716	19.112074	42.27147	45.39543	12.255319148936172	43.754385964912274
15. 2rc4ms8.jpg	45.53792	45.11969	-32.454124	-5.424312	45.53792	45.11969	32.68085106382979	34.59649122807017
67. 450d9cdcec2c2d13bc9b3e448ef94709_featured_v2.jpg	45.51176	44.037582	-4.9107924	-16.149546	45.51176	44.037582	31.65957446808511	29.508771929824558
88. asus_2.jpg	42.7378	45.053757	-5.1280866	21.179195	42.7378	45.053757	16.340425531914896	36.63157894736842
75. 5-red-poison-dart-frog-dirk-ercken.jpg	44.2057	45.046936	-10.211309	10.442274	44.2057	45.046936	24.510638297872344	34.59649122807017
17. article-0-1a5d9215000005dc-628_634x372.jpg	42.010406	45.641697	7.3046856	19.819557	42.010406	45.641697	8.170212765957448	51.89473684210526
52. 500x500redfrog-e1507695956966.png	45.53267	40.80391	0.11195758	-31.235483	45.53267	40.80391	36.765957446808514	0.0
21. purple-frog-india-nasikabatrachus-sahyadrensis-close-up.jpg	47.52237	44.8652	-48.564793	-1.6970872	47.52237	44.8652	41.87234042553192	27.473684210526315
37. theloderma-ryabovi-rare-spieces-frog-black-frog-black-background-theloderma-ryabovi-rare-spieces-frog-black-101762738.jpg	42.051163	44.51179	12.779481	12.4557705	42.051163	44.51179	16.340425531914896	34.59649122807017
82. removed4_850x.jpg	44.99669	42.81171	-1.806927	-11.834768	44.99669	42.81171	29.617021276595743	24.421052631578945
36. maxresdefault.jpg	47.68949	45.062523	-47.508377	3.291408	47.68949	45.062523	46.97872340425532	37.64912280701754
44. 2005-11-28_041009_333.jpg	39.583855	43.68391	32.22093	15.05695	39.583855	43.68391	7.148936170212766	24.421052631578945
93. image_4.img.jpg	40.009117	43.11516	31.85129	7.491752	40.009117	43.11516	3.063829787234043	17.298245614035086
83. golden-frog-most-toxic-dart-species.jpg	43.41436	42.84312	3.9052866	-16.707733	43.41436	42.84312	25.531914893617028	26.456140350877195
58. maxresdefault.jpg	44.271896	45.14715	-4.9332423	2.064829	44.271896	45.14715	25.531914893617028	35.6140350877193
47. 89273573-adorable-newborn-baby-in-frog-outfit-sleeping-in-a-pink-lotus-flower.jpg	44.88844	44.936646	-18.784399	10.648753	44.88844	44.936646	30.638297872340427	34.59649122807017
82. ga-l20-1009_large.jpg	46.8302	41.7509	-20.653337	-22.051079	46.8302	41.7509	39.829787234042556	19.333333333333332
38. little-green-frog.jpg	43.05443	41.041134	20.025585	-12.147954	43.05443	41.041134	30.638297872340427	2.0350877192982457
93. latest?cb=20180620022051.jpg	44.351784	45.75761	-6.5800724	8.310231	44.351784	45.75761	26.55319148936171	37.64912280701754
78. green-and-golden-bell-frog-litoria-aurea-124500.jpg	41.359432	42.43516	21.581036	-3.6196098	41.359432	42.43516	7.148936170212766	16.280701754385966
5. canvas-1.png	40.95457	44.04804	18.552845	12.1305065	40.95457	44.04804	15.319148936170214	32.56140350877193
45. red-frog-only.png	45.610092	41.06897	0.6425475	-26.928389	45.610092	41.06897	34.72340425531915	5.087719298245614
28. 5895-004-81547ebe.jpg	44.900738	43.351803	-12.307507	-7.090905	44.900738	43.351803	29.617021276595743	27.473684210526315
18. golden_poison_dart_frog_photo.jpg	42.230785	42.175716	13.807901	-17.942276	42.230785	42.175716	14.297872340425531	23.403508771929822
99. golden-poison-frog1.jpg	42.238377	41.837143	15.671679	-20.083338	42.238377	41.837143	11.23404255319149	18.31578947368421
95. allens_frogs_alive_190g_bag_3d_1.png	45.287067	41.76818	-14.08718	-26.005636	45.287067	41.76818	30.638297872340427	19.333333333333332
36. 19561458-red-frog-isolated-poison-dart-frog-ranitomeya-reticulata-from-the-amazon-rain-forest-of-peru-kept-as.jpg	43.50219	44.976086	-9.782183	13.404216	43.50219	44.976086	21.4468085106383	35.6140350877193
26. 9425633_orig.jpg	47.539154	44.96222	-48.456287	-3.315267	47.539154	44.96222	43.91489361702128	34.59649122807017
21. babies-r-us-bath-sponge-cushion-pink-frog_201450a.jpg	46.66911	42.264744	-24.519236	-17.259695	46.66911	42.264744	40.851063829787236	22.385964912280702
74. blue_auratus.jpg	41.86511	45.147263	8.823756	16.66433	41.86511	45.147263	11.23404255319149	42.73684210526316
31. treefrog_katherine_nt.jpg	42.936234	41.634895	18.46261	-6.512622	42.936234	41.634895	17.361702127659576	22.385964912280702
70. 1280px-flickr_-_ggallice_-_strawberry_dart_frog_3-wiki-commons.jpg	43.876488	44.262226	-8.480483	0.72895336	43.876488	44.262226	23.48936170212766	32.56140350877193
54. latest?cb=20171107032443.jpg	46.40344	42.464382	-23.614618	-15.3083	46.40344	42.464382	38.808510638297875	23.403508771929822
49. icon-2016-belize-ecotour-550-2.jpg	43.3728	42.266586	9.164097	-7.9745054	43.3728	42.266586	25.531914893617028	24.421052631578945
72. img-20140902-wa0007-1024x576_mod0.jpg	43.04507	44.741653	-7.356489	22.286705	43.04507	44.741653	19.404255319148938	34.59649122807017
54. purple-frog.png	45.302174	41.755997	-11.203109	-25.971712	45.302174	41.755997	31.65957446808511	19.333333333333332
68. maxresdefault.jpg	45.594345	45.048855	-32.435383	-6.404569	45.594345	45.048855	32.68085106382979	33.57894736842105
76. il_570xn.790603719_3jis.jpg	43.9521	44.15524	-9.801124	-0.7511271	43.9521	44.15524	26.55319148936171	30.52631578947368
98. papo-blue-frog-figure-people-animals-lands-le-toy-van_1024x1024.jpg	43.559696	44.696106	-11.192904	3.3384619	43.559696	44.696106	21.4468085106383	34.59649122807017
15. eastern-dwarf-tree-frog-litoria-fallax-photo-by-jodi-rowley.jpg	42.97668	41.06472	20.53559	-11.561412	42.97668	41.06472	46.97872340425532	38.666666666666664
7. 5692103782_4808d281df_b.jpg	39.459232	44.439518	37.749302	12.983715	39.459232	44.439518	6.127659574468086	45.78947368421052
71. green_frog_castanet_grande.jpg	46.465496	42.73826	-25.519083	-12.259017	46.465496	42.73826	39.829787234042556	25.438596491228065
88. 5694.jpg	42.445736	43.746616	6.436435	-22.280745	42.445736	43.746616	16.340425531914896	31.54385964912281
73. poison-dart-frog.jpg	44.12708	45.497364	-7.433447	6.915909	44.12708	45.497364	23.48936170212766	36.63157894736842
43. golden-poison-frog_thumb.ngsversion.1495560618786.adapt.1900.1.jpg	42.50917	42.49633	11.356772	-15.55332	42.50917	42.49633	17.361702127659576	25.438596491228065
59. blue%20poison%20dart%20frog%20-%20resize.jpg	42.170494	45.482174	1.835971	22.521051	42.170494	45.482174	12.255319148936172	45.78947368421052
54. james-dodson-green-tree-frog-2_300x300.png	43.044994	41.230824	18.451126	-4.291216	43.044994	41.230824	29.617021276595743	11.192982456140351
42. platymantis%20vitiensis%20yellow%20morph.jpg	42.307907	41.09178	20.42174	-17.58566	42.307907	41.09178	4.085106382978724	13.228070175438598
22. red-frog-large.jpg	42.96286	44.20679	13.5095625	7.570453	42.96286	44.20679	19.404255319148938	32.56140350877193
98. copy_of_break_up_-_large_welcome_banner_2048x.jpg	45.158485	41.12786	-0.8393804	-21.666246	45.158485	41.12786	32.68085106382979	8.140350877192983
73. tumblr_inline_oduhnqm4gs1rkjj27_1280.jpg	40.282394	43.991257	26.92255	14.769959	40.282394	43.991257	12.255319148936172	32.56140350877193
21. amphibians_green_tree_frog1-1030x686.jpg	42.710518	41.503727	20.989506	-9.121314	42.710518	41.503727	15.319148936170214	20.350877192982455
92. redfrog_new_logo.png	45.324238	40.771507	0.17920795	-31.184687	45.324238	40.771507	31.65957446808511	2.0350877192982457
11. sp_greenfrog004.jpg	40.034252	44.5883	37.096237	9.484851	40.034252	44.5883	8.170212765957448	45.78947368421052
6. 41a5b7e522fbdf19f62fb1aa671a3a35.jpg	46.84267	45.42474	-38.29416	1.8671559	46.84267	45.42474	36.765957446808514	37.64912280701754
62. nature-resort-kabalebo.jpg	44.130394	46.17457	-2.879026	10.613807	44.130394	46.17457	19.404255319148938	43.754385964912274
43. 386075_10151103258465217_723634710_n.0.jpg	46.460945	42.316906	-21.07887	-14.182141	46.460945	42.316906	38.808510638297875	22.385964912280702
75. maxresdefault.jpg	42.340958	45.71678	9.151319	11.309022	42.340958	45.71678	10.212765957446809	50.87719298245613
57. ae8f54a26dffc29d916e2335f30c34ac--poison-dart-frogs-darts.jpg	43.842255	46.333126	0.71222055	8.893549	43.842255	46.333126	16.340425531914896	46.807017543859644
48. toxicity725-600x401.jpg	42.815376	42.2342	9.5701	-1.2791942	42.815376	42.2342	19.404255319148938	25.438596491228065
66. common_frog_dk.jpg	39.656876	43.830536	32.94544	12.553425	39.656876	43.830536	8.170212765957448	30.52631578947368
62. frogs.jpg	45.789433	41.8867	-11.013195	-32.563927	45.789433	41.8867	34.72340425531915	20.350877192982455
18. purple-frog-lateral-view.jpg	47.29032	44.80418	-42.26823	-1.1887189	47.29032	44.80418	39.829787234042556	27.473684210526315
35. bluepoisonfrog-reverse.jpg	42.82977	44.935802	-5.0260983	23.977242	42.82977	44.935802	17.361702127659576	36.63157894736842
43. cute-green-frog-cartoon-vector-1294253.jpg	46.10181	41.277615	-11.260269	-21.547436	46.10181	41.277615	36.765957446808514	6.105263157894736
56. animals_hero_poison_frog.jpg	44.01452	45.820812	5.9276385	4.530502	44.01452	45.820812	19.404255319148938	40.70175438596491
65. nici-35cm-pink-frog-stuffed-plush-toy-baby-kids-doll-gift-free-shipping.jpg	46.730278	41.826874	-21.79203	-22.819088	46.730278	41.826874	37.787234042553195	19.333333333333332
55. home-service-coupon-icon.png	45.806347	42.697796	-23.171303	-8.50716	45.806347	42.697796	33.70212765957447	25.438596491228065
5. 10845903083_e01471946e_b.jpg	44.105396	43.488167	-14.263058	-1.4866301	44.105396	43.488167	27.574468085106382	28.49122807017544
45. 220px--vocal-behavior-of-the-elusive-purple-frog-of-india-%28nasikabatrachus-sahyadrensis%29-a-fossorial-pone.0084809.s005.ogv.jpg	47.44208	45.659725	-45.516987	-8.933402	47.44208	45.659725	44.93617021276596	42.73684210526316
30. poison-dart-frogs_thumb.ngsversion.1482872407804.adapt.1900.1.jpg	43.434322	46.007183	-0.9183053	10.471174	43.434322	46.007183	16.340425531914896	44.771929824561404
20. little-red-frog-randy-harris.jpg	43.587597	44.243996	-11.46023	0.8280485	43.587597	44.243996	22.46808510638298	31.54385964912281
57. little_johnii_as_pic.jpg	39.95762	43.763676	30.05611	14.01415	39.95762	43.763676	10.212765957446809	30.52631578947368
3. hqdefault.jpg	42.51204	42.69083	10.729106	-14.479556	42.51204	42.69083	17.361702127659576	27.473684210526315
2. blue-frog-1.png	41.57678	45.50321	12.472352	22.592934	41.57678	45.50321	6.127659574468086	52.91228070175439
37. l12041-pink-frog-swim-bag-4.jpg	45.08064	42.73047	-12.389224	-12.293804	45.08064	42.73047	30.638297872340427	24.421052631578945
31. 57afa0849cfb8c958383b573c419485e_zps69d939d5.jpg	42.12314	42.81221	18.803377	-22.902328	42.12314	42.81221	15.319148936170214	26.456140350877195
18. ba5d679955f0e2d928471d3ce6010cdf.jpg	39.996414	44.647877	36.627235	8.908305	39.996414	44.647877	8.170212765957448	46.807017543859644
85. southern_brown_tree_frog_01.jpg	43.44663	46.061253	0.028053405	11.127276	43.44663	46.061253	16.340425531914896	45.78947368421052
58. screen-shot-2018-01-29-at-12.46.39-pm.png	43.73452	46.176296	-1.1735398	7.193102	43.73452	46.176296	17.361702127659576	45.78947368421052
48. hqdefault.jpg	47.476	45.568447	-45.427124	-8.555336	47.476	45.568447	45.95744680851064	42.73684210526316
37. the-purple-frog-bed-and.jpg	44.99765	43.090412	-12.411054	-9.093901	44.99765	43.090412	30.638297872340427	26.456140350877195
9. poison-dart-frog.png	44.047108	46.43562	3.596876	5.870133	44.047108	46.43562	18.382978723404257	46.807017543859644
64. 701e44efb6de317c4eeb0a3be9e61415.jpg	41.079136	44.483765	21.660023	15.085515	41.079136	44.483765	15.319148936170214	35.6140350877193
16. easternnarrowmouthtoadjohnson.jpg	41.911644	44.418995	13.514955	11.451408	41.911644	44.418995	15.319148936170214	34.59649122807017
12. poison-arrow-frog-size.jpg	44.22651	46.621754	-2.1288438	13.014135	44.22651	46.621754	21.4468085106383	47.824561403508774
47. white-lipped-tree-frog.jpg	43.02005	41.146362	26.246553	-12.71012	43.02005	41.146362	29.617021276595743	10.175438596491228
74. squareserie-blue-frog-1609.jpg	45.580162	44.035297	-6.2360997	-16.761902	45.580162	44.035297	32.68085106382979	29.508771929824558
92. poison-dart-frog-facts-for-kids-624x345.jpg	44.181156	45.788002	-4.492093	8.481677	44.181156	45.788002	23.48936170212766	37.64912280701754
10. 61lg7cqrl2l._sx425_.jpg	46.44303	42.972298	-8.181593	28.345087	46.44303	42.972298	38.808510638297875	26.456140350877195
44. bluefrog-uniqueness.jpg	45.53158	44.06633	-5.8930054	-13.631517	45.53158	44.06633	31.65957446808511	31.54385964912281
2. southern-brown-tree%20frog-sunoferat.jpg	42.095985	42.5546	16.38306	0.18068175	42.095985	42.5546	15.319148936170214	25.438596491228065
1. schrecklicherpfeilgiftfrosch-01.jpg	42.964184	42.63058	10.17985	-14.445844	42.964184	42.63058	20.425531914893618	26.456140350877195
74. jamie-chapel-snake-take-away-lucky-2.jpg	42.1965	41.57424	22.900295	-5.507782	42.1965	41.57424	5.1063829787234045	14.24561403508772
68. 1467758890.jpg	44.113007	45.806084	-3.7181091	9.397744	44.113007	45.806084	22.46808510638298	38.666666666666664
73. 20041128050746.jpg	43.43805	44.834984	-12.871443	24.026623	43.43805	44.834984	20.425531914893618	34.59649122807017
69. bluefrog-thumbsup-sm.jpg	46.14274	42.775734	-21.759283	-6.0578804	46.14274	42.775734	36.765957446808514	25.438596491228065
97. latest?cb=20161226145926.jpg	45.20332	43.184788	-12.467782	-7.1922684	45.20332	43.184788	30.638297872340427	27.473684210526315
88. blue-eyed-tree-frog-tree-frogs-40175189-640-698.jpg	43.52429	43.777996	1.5121518	-5.008516	43.52429	43.777996	23.48936170212766	30.52631578947368
60. il_fullxfull.194959686.jpg	43.574917	44.4502	-10.212967	3.3728979	43.574917	44.4502	22.46808510638298	33.57894736842105
78. red-frog-leather-archery-shooting-glove-draw-hand-brown-%5b2%5d-19684-p.jpg	45.67501	43.19725	-27.73321	-4.9871874	45.67501	43.19725	33.70212765957447	27.473684210526315
75. brown-frog-on-green-log-bead.300.jpg	46.20693	43.043808	-23.651323	-1.3125961	46.20693	43.043808	36.765957446808514	26.456140350877195
33. 54-547802_pink-frog-clipart-cute-pink-frog.png	46.286427	41.401978	-13.570693	-21.074974	46.286427	41.401978	37.787234042553195	5.087719298245614
83. 536c8a5b0b7418705fe6a87f992062dc.jpg	42.39228	42.378075	16.100033	-3.3972754	42.39228	42.378075	15.319148936170214	24.421052631578945
7. 75071733-poison-dart-frog-from-red-frog-beach-bastimentos-panama-tropical-poisonous-rain-forest-animal-oophag.jpg	43.953915	45.12962	-6.2224703	4.019424	43.953915	45.12962	23.48936170212766	35.6140350877193
65. frogr-1200x1200.jpg	45.797485	42.63848	-32.765717	-16.223646	45.797485	42.63848	33.70212765957447	23.403508771929822
68. purple-frog-in-grass.jpg	47.681583	45.03876	-49.901615	1.3706441	47.681583	45.03876	43.91489361702128	35.6140350877193
3. maxresdefault.jpg	40.49747	43.76781	21.446617	7.7627316	40.49747	43.76781	13.276595744680854	31.54385964912281
72. common-frog-european-common-frog-european-common-brown-frog-rana-temporaria-bfptyx.jpg	39.61835	44.044075	34.28393	15.329611	39.61835	44.044075	8.170212765957448	31.54385964912281
71. red_frog_beach_canopy_bocas_del_toro4.jpg	43.99951	44.34123	-7.0065494	-0.9431165	43.99951	44.34123	26.55319148936171	31.54385964912281
72. process-md-1.png	45.471916	41.517796	22.38397	41.130066	45.471916	41.517796	31.65957446808511	10.175438596491228
93. 3af78d0cd928e052e3dce27790999826?accesskeyid=a13043a1cde5798054e5&disposition=0&alloworigin=1.jpg	46.24358	41.318172	-13.588459	-22.04392	46.24358	41.318172	39.829787234042556	4.0701754385964914
82. frog-3.jpg	39.989346	43.52467	28.391697	11.988067	39.989346	43.52467	7.148936170212766	23.403508771929822
86. 87716246_xs.jpg	43.190582	46.263515	4.220974	14.369767	43.190582	46.263515	9.191489361702128	54.94736842105263
14. poisonfrog_zn.jpg	44.005146	46.18779	1.9192007	4.3221707	44.005146	46.18779	19.404255319148938	44.771929824561404
56. nasikabatrachus_sahyadrensis_%28purple_frog%29_from_vagamon%2c_kerala_%285%29.jpg	47.225388	45.34894	-38.788033	4.9893074	47.225388	45.34894	39.829787234042556	39.68421052631579
88. web_llj_2_img_3442_copy.jpg	41.07234	44.50758	21.28424	16.154325	41.07234	44.50758	14.297872340425531	37.64912280701754
65. blue-spotted-tree-frog-fbyrx5.jpg	42.900524	44.91596	-6.688107	23.759596	42.900524	44.91596	18.382978723404257	36.63157894736842
26. lehmanns-poison-frog-sitting-on-a-leaf.jpg	44.35656	44.92821	-11.915685	7.276707	44.35656	44.92821	25.531914893617028	34.59649122807017
40. 860-00025_1400x.jpg	45.92201	43.30481	-24.016285	7.405214	45.92201	43.30481	35.74468085106383	27.473684210526315
76. 4-58.jpg	41.43536	44.63895	-2.2614727	18.790115	41.43536	44.63895	14.297872340425531	38.666666666666664
45. 30888009438_3755a196cc_b.jpg	42.655495	45.390938	-8.434716	17.77753	42.655495	45.390938	16.340425531914896	40.70175438596491
66. 65mm-14-5g-black-frog-lure-soft.jpg	45.81772	43.472427	-24.349932	3.1693933	45.81772	43.472427	34.72340425531915	28.49122807017544
89. il_570xn.1081558949_6y8v.jpg	45.39147	43.17761	-23.34966	-32.12233	45.39147	43.17761	31.65957446808511	26.456140350877195
31. 4399786.jpg	43.62666	41.633217	11.727936	-10.846205	43.62666	41.633217	29.617021276595743	16.280701754385966
39. nasikabatrachus_sahyadrensis_%28purple_frog%29_from_vagamon%2c_kerala_%289%29.jpg	46.618088	45.657806	-35.80936	-2.272873	46.618088	45.657806	36.765957446808514	38.666666666666664
51. 2007-burton--burton-pink-frog-stuffed-animal-plush-0.jpg	46.809486	41.735565	-20.317314	-23.21839	46.809486	41.735565	38.808510638297875	19.333333333333332
14. amphibians_green_tree_frog2.jpg	43.026474	41.052334	19.078861	-12.96741	43.026474	41.052334	46.97872340425532	38.666666666666664
39. 2027510045.jpg	42.354893	40.94783	25.24708	-19.039309	42.354893	40.94783	5.1063829787234045	12.210526315789473
37. brown-striped_frog-beste001.jpg	39.699463	43.731995	31.51528	16.536083	39.699463	43.731995	8.170212765957448	27.473684210526315
27. maxresdefault.jpg	44.28294	46.282997	-0.033529863	5.4471865	44.28294	46.282997	20.425531914893618	45.78947368421052
53. ndrcotqwntcyqjyxmuzgmjq2qzu6ymyxzju4mwzmnzbhowvjotfmnzlmmddkymu5zjniyze6ojo6oja=.jpg	45.32005	41.04388	-1.8596886	-25.314417	45.32005	41.04388	32.68085106382979	5.087719298245614
